feature,iteration,rf_rank,permutation_rank,combined_rank,selected
lna_density_5p,80,141.5,161.0,151.25,False
lna_density_middle,80,141.5,161.0,151.25,False
lna_density_3p,80,141.5,161.0,151.25,False
rna_first_position,80,93.0,161.0,127.0,False
rna_last_position,80,43.0,161.0,102.0,False
rna_mean_position,80,26.0,161.0,93.5,False
rna_position_std,80,34.0,161.0,97.5,False
rna_first_fraction,80,47.0,161.0,104.0,False
rna_last_fraction,80,62.0,161.0,111.5,False
rna_mean_fraction,80,71.0,161.0,116.0,False
rna_span_fraction,80,28.0,161.0,94.5,False
rna_count_5p,80,77.0,161.0,119.0,False
rna_count_middle,80,27.0,161.0,94.0,False
rna_count_3p,80,17.0,3.0,10.0,True
rna_density_5p,80,20.0,12.0,16.0,True
rna_density_middle,80,45.0,161.0,103.0,False
rna_density_3p,80,40.0,161.0,100.5,False
modified_token_first_position,80,98.0,161.0,129.5,False
modified_token_last_position,80,54.0,161.0,107.5,False
modified_token_mean_position,80,30.0,161.0,95.5,False
modified_token_position_std,80,16.0,18.0,17.0,True
modified_token_first_fraction,80,119.0,161.0,140.0,False
modified_token_last_fraction,80,88.0,161.0,124.5,False
modified_token_mean_fraction,80,11.0,9.0,10.0,True
modified_token_span_fraction,80,92.0,161.0,126.5,False
modified_token_count_5p,80,112.0,161.0,136.5,False
modified_token_count_middle,80,37.0,161.0,99.0,False
modified_token_count_3p,80,99.0,161.0,130.0,False
modified_token_density_5p,80,78.0,161.0,119.5,False
modified_token_density_middle,80,21.0,16.0,18.5,True
modified_token_density_3p,80,51.0,161.0,106.0,False
decorated_length,81,26.0,161.0,93.5,False
token_length,81,60.0,161.0,110.5,False
base_length,81,63.0,161.0,112.0,False
unknown_char_count,81,142.5,161.0,151.75,False
unknown_char_fraction,81,142.5,161.0,151.75,False
slash_mod_count,81,111.0,161.0,136.0,False
has_slash_mod,81,117.0,161.0,139.0,False
star_count,81,105.0,161.0,133.0,False
star_density,81,70.0,161.0,115.5,False
terminal_star_count,81,142.5,161.0,151.75,False
mod_density_5p,81,51.0,161.0,106.0,False
mod_density_middle,81,54.0,161.0,107.5,False
mod_density_3p,81,49.0,161.0,105.0,False
gc_fraction,81,6.0,22.0,14.0,True
au_fraction,81,22.0,19.0,20.5,False
purine_fraction,81,5.0,18.0,11.5,True
pyrimidine_fraction,81,12.0,9.0,10.5,True
terminal_gc_count,81,53.0,161.0,107.0,False
longest_homopolymer_run,81,102.0,161.0,131.5,False
longest_gc_run,81,68.0,161.0,114.5,False
max_gc_window_10,81,96.0,161.0,128.5,False
repeated_dinucleotide_count,81,4.0,25.0,14.5,True
longest_star_run,81,112.0,161.0,136.5,False
longest_slash_mod_run,81,94.0,161.0,127.5,False
longest_methyl_run,81,108.0,161.0,134.5,False
longest_lna_run,81,142.5,161.0,151.75,False
longest_rna_run,81,38.0,161.0,99.5,False
longest_modified_token_run,81,97.0,161.0,129.0,False
base_A_count,81,45.0,161.0,103.0,False
base_A_fraction,81,18.0,14.0,16.0,True
base_C_count,81,9.0,17.0,13.0,True
base_C_fraction,81,2.0,13.0,7.5,True
base_G_count,81,13.0,21.0,17.0,True
base_G_fraction,81,14.0,6.0,10.0,True
base_U_count,81,28.0,161.0,94.5,False
base_U_fraction,81,56.0,161.0,108.5,False
base_T_count,81,40.0,161.0,100.5,False
base_T_fraction,81,20.0,3.0,11.5,True
token_rA_count,81,58.0,161.0,109.5,False
token_rA_fraction,81,35.0,161.0,98.0,False
longest_rA_run,81,104.0,161.0,132.5,False
token_rC_count,81,16.0,4.0,10.0,True
token_rC_fraction,81,11.0,24.0,17.5,True
longest_rC_run,81,64.0,161.0,112.5,False
token_rG_count,81,17.0,10.0,13.5,True
token_rG_fraction,81,3.0,1.0,2.0,True
longest_rG_run,81,62.0,161.0,111.5,False
token_rU_count,81,33.0,161.0,97.0,False
token_rU_fraction,81,29.0,161.0,95.0,False
longest_rU_run,81,80.0,161.0,120.5,False
token_mA_count,81,25.0,23.0,24.0,False
token_mA_fraction,81,10.0,20.0,15.0,True
longest_mA_run,81,52.0,161.0,106.5,False
token_mC_count,81,46.0,161.0,103.5,False
token_mC_fraction,81,37.0,161.0,99.0,False
longest_mC_run,81,99.0,161.0,130.0,False
token_mG_count,81,48.0,161.0,104.5,False
token_mG_fraction,81,1.0,16.0,8.5,True
longest_mG_run,81,67.0,161.0,114.0,False
token_mU_count,81,79.0,161.0,120.0,False
token_mU_fraction,81,39.0,161.0,100.0,False
longest_mU_run,81,142.5,161.0,151.75,False
token_lA_count,81,142.5,161.0,151.75,False
token_lA_fraction,81,142.5,161.0,151.75,False
longest_lA_run,81,142.5,161.0,151.75,False
token_lC_count,81,142.5,161.0,151.75,False
token_lC_fraction,81,142.5,161.0,151.75,False
longest_lC_run,81,142.5,161.0,151.75,False
token_lG_count,81,142.5,161.0,151.75,False
token_lG_fraction,81,142.5,161.0,151.75,False
longest_lG_run,81,142.5,161.0,151.75,False
token_lU_count,81,142.5,161.0,151.75,False
token_lU_fraction,81,142.5,161.0,151.75,False
longest_lU_run,81,142.5,161.0,151.75,False
token_lT_count,81,142.5,161.0,151.75,False
token_lT_fraction,81,142.5,161.0,151.75,False
longest_lT_run,81,142.5,161.0,151.75,False
star_first_position,81,142.5,161.0,151.75,False
star_last_position,81,95.0,161.0,128.0,False
star_mean_position,81,77.0,161.0,119.0,False
star_position_std,81,8.0,15.0,11.5,True
star_first_fraction,81,32.0,161.0,96.5,False
star_last_fraction,81,66.0,161.0,113.5,False
star_mean_fraction,81,36.0,161.0,98.5,False
star_span_fraction,81,65.0,161.0,113.0,False
star_count_5p,81,119.0,161.0,140.0,False
star_count_middle,81,73.0,161.0,117.0,False
star_count_3p,81,120.0,161.0,140.5,False
star_density_5p,81,78.0,161.0,119.5,False
star_density_middle,81,103.0,161.0,132.0,False
star_density_3p,81,83.0,161.0,122.0,False
slash_mod_first_position,81,76.0,161.0,118.5,False
slash_mod_last_position,81,81.0,161.0,121.0,False
slash_mod_mean_position,81,90.0,161.0,125.5,False
slash_mod_position_std,81,121.0,161.0,141.0,False
slash_mod_first_fraction,81,93.0,161.0,127.0,False
slash_mod_last_fraction,81,85.0,161.0,123.0,False
slash_mod_mean_fraction,81,88.0,161.0,124.5,False
slash_mod_span_fraction,81,116.0,161.0,138.5,False
slash_mod_count_5p,81,114.0,161.0,137.5,False
slash_mod_count_middle,81,115.0,161.0,138.0,False
slash_mod_count_3p,81,101.0,161.0,131.0,False
slash_mod_density_5p,81,142.5,161.0,151.75,False
slash_mod_density_middle,81,109.0,161.0,135.0,False
slash_mod_density_3p,81,110.0,161.0,135.5,False
methyl_first_position,81,123.0,161.0,142.0,False
methyl_last_position,81,59.0,161.0,110.0,False
methyl_mean_position,81,92.0,161.0,126.5,False
methyl_position_std,81,27.0,161.0,94.0,False
methyl_first_fraction,81,142.5,161.0,151.75,False
methyl_last_fraction,81,98.0,161.0,129.5,False
methyl_mean_fraction,81,34.0,161.0,97.5,False
methyl_span_fraction,81,106.0,161.0,133.5,False
methyl_count_5p,81,113.0,161.0,137.0,False
methyl_count_middle,81,142.5,161.0,151.75,False
methyl_count_3p,81,84.0,161.0,122.5,False
methyl_density_5p,81,61.0,161.0,111.0,False
methyl_density_middle,81,87.0,161.0,124.0,False
methyl_density_3p,81,72.0,161.0,116.5,False
lna_first_position,81,142.5,161.0,151.75,False
lna_last_position,81,142.5,161.0,151.75,False
lna_mean_position,81,142.5,161.0,151.75,False
lna_position_std,81,142.5,161.0,151.75,False
lna_first_fraction,81,142.5,161.0,151.75,False
lna_last_fraction,81,142.5,161.0,151.75,False
lna_mean_fraction,81,142.5,161.0,151.75,False
lna_span_fraction,81,142.5,161.0,151.75,False
lna_count_5p,81,142.5,161.0,151.75,False
lna_count_middle,81,142.5,161.0,151.75,False
lna_count_3p,81,142.5,161.0,151.75,False
lna_density_5p,81,142.5,161.0,151.75,False
lna_density_middle,81,142.5,161.0,151.75,False
lna_density_3p,81,142.5,161.0,151.75,False
rna_first_position,81,89.0,161.0,125.0,False
rna_last_position,81,75.0,161.0,118.0,False
rna_mean_position,81,44.0,161.0,102.5,False
rna_position_std,81,21.0,7.0,14.0,True
rna_first_fraction,81,19.0,11.0,15.0,True
rna_last_fraction,81,55.0,161.0,108.0,False
rna_mean_fraction,81,31.0,161.0,96.0,False
rna_span_fraction,81,57.0,161.0,109.0,False
rna_count_5p,81,24.0,8.0,16.0,True
rna_count_middle,81,30.0,161.0,95.5,False
rna_count_3p,81,42.0,161.0,101.5,False
rna_density_5p,81,23.0,12.0,17.5,True
rna_density_middle,81,82.0,161.0,121.5,False
rna_density_3p,81,50.0,161.0,105.5,False
modified_token_first_position,81,122.0,161.0,141.5,False
modified_token_last_position,81,74.0,161.0,117.5,False
modified_token_mean_position,81,69.0,161.0,115.0,False
modified_token_position_std,81,7.0,5.0,6.0,True
modified_token_first_fraction,81,118.0,161.0,139.5,False
modified_token_last_fraction,81,107.0,161.0,134.0,False
modified_token_mean_fraction,81,15.0,2.0,8.5,True
modified_token_span_fraction,81,86.0,161.0,123.5,False
modified_token_count_5p,81,91.0,161.0,126.0,False
modified_token_count_middle,81,71.0,161.0,116.0,False
modified_token_count_3p,81,100.0,161.0,130.5,False
modified_token_density_5p,81,43.0,161.0,102.0,False
modified_token_density_middle,81,47.0,161.0,104.0,False
modified_token_density_3p,81,41.0,161.0,101.0,False
decorated_length,82,59.0,161.0,110.0,False
token_length,82,90.0,161.0,125.5,False
base_length,82,60.0,161.0,110.5,False
unknown_char_count,82,143.5,161.0,152.25,False
unknown_char_fraction,82,143.5,161.0,152.25,False
slash_mod_count,82,143.5,161.0,152.25,False
has_slash_mod,82,104.0,161.0,132.5,False
star_count,82,119.0,161.0,140.0,False
star_density,82,55.0,161.0,108.0,False
terminal_star_count,82,143.5,161.0,152.25,False
mod_density_5p,82,65.0,161.0,113.0,False
mod_density_middle,82,80.0,161.0,120.5,False
mod_density_3p,82,53.0,161.0,107.0,False
gc_fraction,82,32.0,161.0,96.5,False
au_fraction,82,22.0,14.0,18.0,True
purine_fraction,82,7.0,15.0,11.0,True
pyrimidine_fraction,82,2.0,19.0,10.5,True
terminal_gc_count,82,44.0,161.0,102.5,False
longest_homopolymer_run,82,110.0,161.0,135.5,False
longest_gc_run,82,37.0,161.0,99.0,False
max_gc_window_10,82,88.0,161.0,124.5,False
repeated_dinucleotide_count,82,29.0,161.0,95.0,False
longest_star_run,82,125.0,161.0,143.0,False
longest_slash_mod_run,82,122.0,161.0,141.5,False
longest_methyl_run,82,64.0,161.0,112.5,False
longest_lna_run,82,143.5,161.0,152.25,False
longest_rna_run,82,16.0,7.0,11.5,True
longest_modified_token_run,82,102.0,161.0,131.5,False
base_A_count,82,14.0,21.0,17.5,True
base_A_fraction,82,3.0,25.0,14.0,True
base_C_count,82,28.0,161.0,94.5,False
base_C_fraction,82,18.0,22.0,20.0,True
base_G_count,82,27.0,161.0,94.0,False
base_G_fraction,82,4.0,17.0,10.5,True
base_U_count,82,34.0,161.0,97.5,False
base_U_fraction,82,31.0,161.0,96.0,False
base_T_count,82,23.0,11.0,17.0,True
base_T_fraction,82,6.0,4.0,5.0,True
token_rA_count,82,38.0,161.0,99.5,False
token_rA_fraction,82,8.0,24.0,16.0,True
longest_rA_run,82,96.0,161.0,128.5,False
token_rC_count,82,12.0,18.0,15.0,True
token_rC_fraction,82,1.0,10.0,5.5,True
longest_rC_run,82,103.0,161.0,132.0,False
token_rG_count,82,19.0,23.0,21.0,False
token_rG_fraction,82,5.0,20.0,12.5,True
longest_rG_run,82,82.0,161.0,121.5,False
token_rU_count,82,20.0,5.0,12.5,True
token_rU_fraction,82,15.0,16.0,15.5,True
longest_rU_run,82,74.0,161.0,117.5,False
token_mA_count,82,25.0,6.0,15.5,True
token_mA_fraction,82,21.0,9.0,15.0,True
longest_mA_run,82,35.0,161.0,98.0,False
token_mC_count,82,51.0,161.0,106.0,False
token_mC_fraction,82,10.0,2.0,6.0,True
longest_mC_run,82,92.0,161.0,126.5,False
token_mG_count,82,72.0,161.0,116.5,False
token_mG_fraction,82,40.0,161.0,100.5,False
longest_mG_run,82,100.0,161.0,130.5,False
token_mU_count,82,24.0,13.0,18.5,True
token_mU_fraction,82,13.0,8.0,10.5,True
longest_mU_run,82,106.0,161.0,133.5,False
token_lA_count,82,143.5,161.0,152.25,False
token_lA_fraction,82,143.5,161.0,152.25,False
longest_lA_run,82,143.5,161.0,152.25,False
token_lC_count,82,143.5,161.0,152.25,False
token_lC_fraction,82,143.5,161.0,152.25,False
longest_lC_run,82,143.5,161.0,152.25,False
token_lG_count,82,143.5,161.0,152.25,False
token_lG_fraction,82,143.5,161.0,152.25,False
longest_lG_run,82,143.5,161.0,152.25,False
token_lU_count,82,143.5,161.0,152.25,False
token_lU_fraction,82,143.5,161.0,152.25,False
longest_lU_run,82,143.5,161.0,152.25,False
token_lT_count,82,143.5,161.0,152.25,False
token_lT_fraction,82,143.5,161.0,152.25,False
longest_lT_run,82,143.5,161.0,152.25,False
star_first_position,82,112.0,161.0,136.5,False
star_last_position,82,84.0,161.0,122.5,False
star_mean_position,82,36.0,161.0,98.5,False
star_position_std,82,48.0,161.0,104.5,False
star_first_fraction,82,52.0,161.0,106.5,False
star_last_fraction,82,77.0,161.0,119.0,False
star_mean_fraction,82,47.0,161.0,104.0,False
star_span_fraction,82,63.0,161.0,112.0,False
star_count_5p,82,123.0,161.0,142.0,False
star_count_middle,82,76.0,161.0,118.5,False
star_count_3p,82,111.0,161.0,136.0,False
star_density_5p,82,87.0,161.0,124.0,False
star_density_middle,82,54.0,161.0,107.5,False
star_density_3p,82,50.0,161.0,105.5,False
slash_mod_first_position,82,75.0,161.0,118.0,False
slash_mod_last_position,82,69.0,161.0,115.0,False
slash_mod_mean_position,82,95.0,161.0,128.0,False
slash_mod_position_std,82,143.5,161.0,152.25,False
slash_mod_first_fraction,82,117.0,161.0,139.0,False
slash_mod_last_fraction,82,49.0,161.0,105.0,False
slash_mod_mean_fraction,82,79.0,161.0,120.0,False
slash_mod_span_fraction,82,101.0,161.0,131.0,False
slash_mod_count_5p,82,108.0,161.0,134.5,False
slash_mod_count_middle,82,113.0,161.0,137.0,False
slash_mod_count_3p,82,89.0,161.0,125.0,False
slash_mod_density_5p,82,116.0,161.0,138.5,False
slash_mod_density_middle,82,114.0,161.0,137.5,False
slash_mod_density_3p,82,99.0,161.0,130.0,False
methyl_first_position,82,124.0,161.0,142.5,False
methyl_last_position,82,78.0,161.0,119.5,False
methyl_mean_position,82,26.0,161.0,93.5,False
methyl_position_std,82,45.0,161.0,103.0,False
methyl_first_fraction,82,121.0,161.0,141.0,False
methyl_last_fraction,82,109.0,161.0,135.0,False
methyl_mean_fraction,82,62.0,161.0,111.5,False
methyl_span_fraction,82,118.0,161.0,139.5,False
methyl_count_5p,82,115.0,161.0,138.0,False
methyl_count_middle,82,98.0,161.0,129.5,False
methyl_count_3p,82,93.0,161.0,127.0,False
methyl_density_5p,82,67.0,161.0,114.0,False
methyl_density_middle,82,107.0,161.0,134.0,False
methyl_density_3p,82,66.0,161.0,113.5,False
lna_first_position,82,143.5,161.0,152.25,False
lna_last_position,82,143.5,161.0,152.25,False
lna_mean_position,82,143.5,161.0,152.25,False
lna_position_std,82,143.5,161.0,152.25,False
lna_first_fraction,82,143.5,161.0,152.25,False
lna_last_fraction,82,143.5,161.0,152.25,False
lna_mean_fraction,82,143.5,161.0,152.25,False
lna_span_fraction,82,143.5,161.0,152.25,False
lna_count_5p,82,143.5,161.0,152.25,False
lna_count_middle,82,143.5,161.0,152.25,False
lna_count_3p,82,143.5,161.0,152.25,False
lna_density_5p,82,143.5,161.0,152.25,False
lna_density_middle,82,143.5,161.0,152.25,False
lna_density_3p,82,143.5,161.0,152.25,False
rna_first_position,82,86.0,161.0,123.5,False
rna_last_position,82,83.0,161.0,122.0,False
rna_mean_position,82,43.0,161.0,102.0,False
rna_position_std,82,9.0,3.0,6.0,True
rna_first_fraction,82,39.0,161.0,100.0,False
rna_last_fraction,82,71.0,161.0,116.0,False
rna_mean_fraction,82,17.0,1.0,9.0,True
rna_span_fraction,82,57.0,161.0,109.0,False
rna_count_5p,82,58.0,161.0,109.5,False
rna_count_middle,82,56.0,161.0,108.5,False
rna_count_3p,82,42.0,161.0,101.5,False
rna_density_5p,82,11.0,12.0,11.5,True
rna_density_middle,82,70.0,161.0,115.5,False
rna_density_3p,82,61.0,161.0,111.0,False
modified_token_first_position,82,143.5,161.0,152.25,False
modified_token_last_position,82,73.0,161.0,117.0,False
modified_token_mean_position,82,46.0,161.0,103.5,False
modified_token_position_std,82,30.0,161.0,95.5,False
modified_token_first_fraction,82,120.0,161.0,140.5,False
modified_token_last_fraction,82,105.0,161.0,133.0,False
modified_token_mean_fraction,82,33.0,161.0,97.0,False
modified_token_span_fraction,82,94.0,161.0,127.5,False
modified_token_count_5p,82,91.0,161.0,126.0,False
modified_token_count_middle,82,97.0,161.0,129.0,False
modified_token_count_3p,82,68.0,161.0,114.5,False
modified_token_density_5p,82,81.0,161.0,121.0,False
modified_token_density_middle,82,41.0,161.0,101.0,False
modified_token_density_3p,82,85.0,161.0,123.0,False
decorated_length,83,16.0,11.0,13.5,True
token_length,83,36.0,161.0,98.5,False
base_length,83,25.0,21.0,23.0,False
unknown_char_count,83,142.0,161.0,151.5,False
unknown_char_fraction,83,142.0,161.0,151.5,False
slash_mod_count,83,121.0,161.0,141.0,False
has_slash_mod,83,112.0,161.0,136.5,False
star_count,83,105.0,161.0,133.0,False
star_density,83,73.0,161.0,117.0,False
terminal_star_count,83,142.0,161.0,151.5,False
mod_density_5p,83,29.0,161.0,95.0,False
mod_density_middle,83,53.0,161.0,107.0,False
mod_density_3p,83,75.0,161.0,118.0,False
gc_fraction,83,22.0,19.0,20.5,False
au_fraction,83,17.0,9.0,13.0,True
purine_fraction,83,26.0,161.0,93.5,False
pyrimidine_fraction,83,12.0,24.0,18.0,True
terminal_gc_count,83,60.0,161.0,110.5,False
longest_homopolymer_run,83,56.0,161.0,108.5,False
longest_gc_run,83,94.0,161.0,127.5,False
max_gc_window_10,83,79.0,161.0,120.0,False
repeated_dinucleotide_count,83,6.0,2.0,4.0,True
longest_star_run,83,120.0,161.0,140.5,False
longest_slash_mod_run,83,111.0,161.0,136.0,False
longest_methyl_run,83,52.0,161.0,106.5,False
longest_lna_run,83,115.0,161.0,138.0,False
longest_rna_run,83,27.0,161.0,94.0,False
longest_modified_token_run,83,93.0,161.0,127.0,False
base_A_count,83,39.0,161.0,100.0,False
base_A_fraction,83,49.0,161.0,105.0,False
base_C_count,83,23.0,13.0,18.0,True
base_C_fraction,83,5.0,25.0,15.0,True
base_G_count,83,21.0,18.0,19.5,True
base_G_fraction,83,10.0,22.0,16.0,True
base_U_count,83,31.0,161.0,96.0,False
base_U_fraction,83,7.0,5.0,6.0,True
base_T_count,83,9.0,8.0,8.5,True
base_T_fraction,83,1.0,1.0,1.0,True
token_rA_count,83,28.0,161.0,94.5,False
token_rA_fraction,83,48.0,161.0,104.5,False
longest_rA_run,83,86.0,161.0,123.5,False
token_rC_count,83,8.0,14.0,11.0,True
token_rC_fraction,83,35.0,161.0,98.0,False
longest_rC_run,83,92.0,161.0,126.5,False
token_rG_count,83,43.0,161.0,102.0,False
token_rG_fraction,83,24.0,10.0,17.0,True
longest_rG_run,83,68.0,161.0,114.5,False
token_rU_count,83,19.0,4.0,11.5,True
token_rU_fraction,83,14.0,3.0,8.5,True
longest_rU_run,83,69.0,161.0,115.0,False
token_mA_count,83,44.0,161.0,102.5,False
token_mA_fraction,83,58.0,161.0,109.5,False
longest_mA_run,83,89.0,161.0,125.0,False
token_mC_count,83,64.0,161.0,112.5,False
token_mC_fraction,83,78.0,161.0,119.5,False
longest_mC_run,83,102.0,161.0,131.5,False
token_mG_count,83,101.0,161.0,131.0,False
token_mG_fraction,83,59.0,161.0,110.0,False
longest_mG_run,83,88.0,161.0,124.5,False
token_mU_count,83,84.0,161.0,122.5,False
token_mU_fraction,83,47.0,161.0,104.0,False
longest_mU_run,83,106.0,161.0,133.5,False
token_lA_count,83,142.0,161.0,151.5,False
token_lA_fraction,83,142.0,161.0,151.5,False
longest_lA_run,83,142.0,161.0,151.5,False
token_lC_count,83,142.0,161.0,151.5,False
token_lC_fraction,83,142.0,161.0,151.5,False
longest_lC_run,83,142.0,161.0,151.5,False
token_lG_count,83,142.0,161.0,151.5,False
token_lG_fraction,83,142.0,161.0,151.5,False
longest_lG_run,83,142.0,161.0,151.5,False
token_lU_count,83,142.0,161.0,151.5,False
token_lU_fraction,83,142.0,161.0,151.5,False
longest_lU_run,83,142.0,161.0,151.5,False
token_lT_count,83,142.0,161.0,151.5,False
token_lT_fraction,83,142.0,161.0,151.5,False
longest_lT_run,83,142.0,161.0,151.5,False
star_first_position,83,142.0,161.0,151.5,False
star_last_position,83,77.0,161.0,119.0,False
star_mean_position,83,71.0,161.0,116.0,False
star_position_std,83,38.0,161.0,99.5,False
star_first_fraction,83,33.0,161.0,97.0,False
star_last_fraction,83,50.0,161.0,105.5,False
star_mean_fraction,83,108.0,161.0,134.5,False
star_span_fraction,83,70.0,161.0,115.5,False
star_count_5p,83,116.0,161.0,138.5,False
star_count_middle,83,142.0,161.0,151.5,False
star_count_3p,83,109.0,161.0,135.0,False
star_density_5p,83,96.0,161.0,128.5,False
star_density_middle,83,122.0,161.0,141.5,False
star_density_3p,83,87.0,161.0,124.0,False
slash_mod_first_position,83,62.0,161.0,111.5,False
slash_mod_last_position,83,81.0,161.0,121.0,False
slash_mod_mean_position,83,42.0,161.0,101.5,False
slash_mod_position_std,83,100.0,161.0,130.5,False
slash_mod_first_fraction,83,55.0,161.0,108.0,False
slash_mod_last_fraction,83,80.0,161.0,120.5,False
slash_mod_mean_fraction,83,76.0,161.0,118.5,False
slash_mod_span_fraction,83,119.0,161.0,140.0,False
slash_mod_count_5p,83,142.0,161.0,151.5,False
slash_mod_count_middle,83,54.0,161.0,107.5,False
slash_mod_count_3p,83,95.0,161.0,128.0,False
slash_mod_density_5p,83,142.0,161.0,151.5,False
slash_mod_density_middle,83,103.0,161.0,132.0,False
slash_mod_density_3p,83,110.0,161.0,135.5,False
methyl_first_position,83,142.0,161.0,151.5,False
methyl_last_position,83,13.0,12.0,12.5,True
methyl_mean_position,83,15.0,23.0,19.0,True
methyl_position_std,83,30.0,161.0,95.5,False
methyl_first_fraction,83,142.0,161.0,151.5,False
methyl_last_fraction,83,114.0,161.0,137.5,False
methyl_mean_fraction,83,45.0,161.0,103.0,False
methyl_span_fraction,83,113.0,161.0,137.0,False
methyl_count_5p,83,99.0,161.0,130.0,False
methyl_count_middle,83,104.0,161.0,132.5,False
methyl_count_3p,83,72.0,161.0,116.5,False
methyl_density_5p,83,34.0,161.0,97.5,False
methyl_density_middle,83,107.0,161.0,134.0,False
methyl_density_3p,83,63.0,161.0,112.0,False
lna_first_position,83,142.0,161.0,151.5,False
lna_last_position,83,142.0,161.0,151.5,False
lna_mean_position,83,142.0,161.0,151.5,False
lna_position_std,83,118.0,161.0,139.5,False
lna_first_fraction,83,142.0,161.0,151.5,False
lna_last_fraction,83,142.0,161.0,151.5,False
lna_mean_fraction,83,142.0,161.0,151.5,False
lna_span_fraction,83,142.0,161.0,151.5,False
lna_count_5p,83,142.0,161.0,151.5,False
lna_count_middle,83,142.0,161.0,151.5,False
lna_count_3p,83,142.0,161.0,151.5,False
lna_density_5p,83,142.0,161.0,151.5,False
lna_density_middle,83,142.0,161.0,151.5,False
lna_density_3p,83,142.0,161.0,151.5,False
rna_first_position,83,82.0,161.0,121.5,False
rna_last_position,83,11.0,17.0,14.0,True
rna_mean_position,83,2.0,16.0,9.0,True
rna_position_std,83,18.0,6.0,12.0,True
rna_first_fraction,83,90.0,161.0,125.5,False
rna_last_fraction,83,83.0,161.0,122.0,False
rna_mean_fraction,83,85.0,161.0,123.0,False
rna_span_fraction,83,66.0,161.0,113.5,False
rna_count_5p,83,37.0,161.0,99.0,False
rna_count_middle,83,4.0,7.0,5.5,True
rna_count_3p,83,51.0,161.0,106.0,False
rna_density_5p,83,20.0,15.0,17.5,True
rna_density_middle,83,40.0,161.0,100.5,False
rna_density_3p,83,91.0,161.0,126.0,False
modified_token_first_position,83,142.0,161.0,151.5,False
modified_token_last_position,83,41.0,161.0,101.0,False
modified_token_mean_position,83,32.0,161.0,96.5,False
modified_token_position_std,83,3.0,20.0,11.5,True
modified_token_first_fraction,83,142.0,161.0,151.5,False
modified_token_last_fraction,83,97.0,161.0,129.0,False
modified_token_mean_fraction,83,57.0,161.0,109.0,False
modified_token_span_fraction,83,98.0,161.0,129.5,False
modified_token_count_5p,83,117.0,161.0,139.0,False
modified_token_count_middle,83,67.0,161.0,114.0,False
modified_token_count_3p,83,74.0,161.0,117.5,False
modified_token_density_5p,83,61.0,161.0,111.0,False
modified_token_density_middle,83,65.0,161.0,113.0,False
modified_token_density_3p,83,46.0,161.0,103.5,False
decorated_length,84,29.0,161.0,95.0,False
token_length,84,49.0,161.0,105.0,False
base_length,84,47.0,161.0,104.0,False
unknown_char_count,84,143.5,161.0,152.25,False
unknown_char_fraction,84,143.5,161.0,152.25,False
slash_mod_count,84,105.0,161.0,133.0,False
has_slash_mod,84,118.0,161.0,139.5,False
star_count,84,103.0,161.0,132.0,False
star_density,84,86.0,161.0,123.5,False
terminal_star_count,84,143.5,161.0,152.25,False
mod_density_5p,84,44.0,161.0,102.5,False
mod_density_middle,84,73.0,161.0,117.0,False
mod_density_3p,84,34.0,161.0,97.5,False
gc_fraction,84,22.0,15.0,18.5,True
au_fraction,84,37.0,161.0,99.0,False
purine_fraction,84,7.0,17.0,12.0,True
pyrimidine_fraction,84,9.0,6.0,7.5,True
terminal_gc_count,84,48.0,161.0,104.5,False
longest_homopolymer_run,84,81.0,161.0,121.0,False
longest_gc_run,84,89.0,161.0,125.0,False
max_gc_window_10,84,84.0,161.0,122.5,False
repeated_dinucleotide_count,84,3.0,24.0,13.5,True
longest_star_run,84,120.0,161.0,140.5,False
longest_slash_mod_run,84,125.0,161.0,143.0,False
longest_methyl_run,84,77.0,161.0,119.0,False
longest_lna_run,84,143.5,161.0,152.25,False
longest_rna_run,84,36.0,161.0,98.5,False
longest_modified_token_run,84,93.0,161.0,127.0,False
base_A_count,84,15.0,25.0,20.0,True
base_A_fraction,84,10.0,22.0,16.0,True
base_C_count,84,25.0,14.0,19.5,True
base_C_fraction,84,23.0,8.0,15.5,True
base_G_count,84,16.0,16.0,16.0,True
base_G_fraction,84,8.0,21.0,14.5,True
base_U_count,84,32.0,161.0,96.5,False
base_U_fraction,84,6.0,1.0,3.5,True
base_T_count,84,28.0,161.0,94.5,False
base_T_fraction,84,18.0,4.0,11.0,True
token_rA_count,84,26.0,161.0,93.5,False
token_rA_fraction,84,20.0,9.0,14.5,True
longest_rA_run,84,59.0,161.0,110.0,False
token_rC_count,84,12.0,20.0,16.0,True
token_rC_fraction,84,4.0,13.0,8.5,True
longest_rC_run,84,67.0,161.0,114.0,False
token_rG_count,84,1.0,23.0,12.0,True
token_rG_fraction,84,2.0,5.0,3.5,True
longest_rG_run,84,39.0,161.0,100.0,False
token_rU_count,84,21.0,2.0,11.5,True
token_rU_fraction,84,13.0,12.0,12.5,True
longest_rU_run,84,71.0,161.0,116.0,False
token_mA_count,84,61.0,161.0,111.0,False
token_mA_fraction,84,35.0,161.0,98.0,False
longest_mA_run,84,83.0,161.0,122.0,False
token_mC_count,84,45.0,161.0,103.0,False
token_mC_fraction,84,57.0,161.0,109.0,False
longest_mC_run,84,70.0,161.0,115.5,False
token_mG_count,84,55.0,161.0,108.0,False
token_mG_fraction,84,31.0,161.0,96.0,False
